filename,urchin_regular_pencil-cidaroida,polychaete-serpulidae,basket_snake_stars-euryalida,barnacles-bathylasmatidae,brachiopods-brachiopoda,antarctic_scallop-antarctic_scallop,octocorals_bottle_brush_complex-gorgonacea,octocorals_bottle_brush_simple-gorgonacea,octocorals_branching_arborescent-gorgonacea,octocorals_branching_bushy-gorgonacea,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_arborescent-alcyonacea,octocorals_fleshy_mushroom-alcyonacea,octocorals_quill-pennatulacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,stony_corals_solitary-scleractinia,octocorals_whip-gorgonacea,octocorals_whip-pennatulacea,octocorals_whip_simple_umbellula-pennatulacea,anemones_colonial-zoantharia,octocorals_bottle_brush_complex-antipatharia,ascidians_stalked_colonial-ascidiacea,ascidians_stalked_solitary-ascidiacea,ascidians_unstalked_colonial-ascidiacea,ascidians_unstalked_solitary-ascidiacea,octocorals_bottle_brush_simple-antipatharia,crinoid_stalked-crinoid_stalked,octocorals_whip-alcyonacea,anemones_colonial-corallimorpharia,octocorals_seafan_fern_simple-antipatharia,octocorals_branching_bushy-antipatharia,octocorals_seafan_fern_complex-antipatharia,octocorals_branching_arborescent-alcyonacea,worms_acorn-pterobranchia,octocorals_seafan_fern_simple-gorgonacea,octocorals_seafan_fern_complex-gorgonacea,octocorals_bottle_brush_simple-alcyonacea,octocorals_bottle_brush_complex-alcyonacea
PS81_116_0018__PS81_116-3_2013-01-26T12_54_11_5016.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43403.149571116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384879.667637037,0.0,0.0,0.0,0.0,200772.5841198041,459180.72967299086,57594.83225542848,265409.80273298896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_116_0020__PS81_116-3_2013-01-26T15_25_42_5331.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55212.299909066,0.0,0.0,0.0,0.0,0.0,0.0,62475.723385222,20196.772639,0.0,0.0,216913.907474845,0.0,0.0,0.0,0.0,156392.1409945047,118467.82094046181,149142.33192427098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_116_0023__PS81_116-3_2013-01-26T15_30_46_5345.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68890.686566167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39403.904008052006,0.0,0.0,0.0,0.0,0.0,1280978.7138203466,194153.0036686171,52076.940489460205,10018.10197676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_116_0035__PS81_116-3_2013-01-26T14_49_40_5249.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7187.049473792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27564.550398331,0.0,0.0,35500.329051909,0.0,0.0,0.0,0.0,132143.8240712178,126937.586150466,35260.342160781904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_118_0008__PS81_118-3_2013-01-27T12_12_57_5858.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28323.03642242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_118_0012__PS81_118-3_2013-01-27T09_06_26_5454.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77328.19641607901,0.0,0.0,0.0,0.0,0.0,0.0,15997.773933606,16065.099834968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5533.6908354237,3363.384068385,4622.7207003881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_118_0018__PS81_118-3_2013-01-27T11_55_23_5819.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27948.432600247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3406.6956355037,12588.016187742,16351.637589398399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_118_0022__PS81_118-3_2013-01-27T10_56_01_5688.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88921.830042241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23096.9627998139,7332.0251782957,64466.72877810578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0002__PS81_160-1_2013-02-08T16_40_59_6397.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19925.644396536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71699.088814421,0.0,0.0,527507.3929153741,0.0,0.0,0.0,0.0,0.0,19054.684328899,1240.3538725531,1486505.435859425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0003__PS81_160-1_2013-02-08T17_19_38_6477.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12588.016187742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5958.35248078,0.0,0.0,286253.6674320853,0.0,0.0,0.0,0.0,22554.036841491,96156.159228832,20101.166748888,4324439.567375581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0007__PS81_160-1_2013-02-08T18_08_18_6582.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69980.74350458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365009.9693507962,0.0,0.0,83636.1723450476,0.0,0.0,43988.545463886,0.0,275588.449519123,23024.95906699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0016__PS81_160-1_2013-02-08T17_46_15_6533.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6426.9222817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77445.5886229247,0.0,0.0,414651.6260691666,0.0,0.0,0.0,0.0,3901.4107129647,14664.7675821942,0.0,57884.936659998,0.0,0.0,1384.1232054779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0024__PS81_160-1_2013-02-08T20_12_28_6854.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12548.7604167395,124969.745291014,0.0,3519.3405816908,0.0,0.0,0.0,104530.17120802999,0.0,0.0,0.0,397477.1296514106,0.0,0.0,0.0,0.0,0.0,0.0,1531.6093566711,63391.692736647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_161_0007__PS81_161-1_2013-02-10T02_10_46_7378.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74819.192031782,0.0,0.0,70827.277061017,0.0,0.0,0.0,0.0,4446.1842419272,26108.50262816385,0.0,0.0,0.0,148822.02707536,0.0,0.0,13453.011313407802,18279.791651335,2517.8485959347,175026.4161378621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_161_0013__PS81_161-1_2013-02-09T23_49_40_7069.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41129.531215505,0.0,0.0,14944.119257589,0.0,0.0,0.0,0.0,5961.0891221406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25120758.765510153,17657.324336935,20434.8221099369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0008__PS81_164-2_2013-02-11T15_31_14_8344.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126204.561164038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374741.63818816096,0.0,0.0,22474.251383664,0.0,109438.11679127741,74202.709765546,260237.64229606919,2186431.6520101987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0009__PS81_164-2_2013-02-11T12_54_53_7992.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14988.9786874076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4162.4846023003,254967.816969212,0.0,0.0,0.0,0.0,0.0,6071.0699977574,0.0,0.0,0.0,0.0,87229.4785841744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0011__PS81_164-2_2013-02-11T14_40_00_8229.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7359.3692865933,92453.023538854,0.0,1286379.2457378441,0.0,0.0,0.0,0.0,9576.0271116431,0.0,0.0,363653.74820046953,0.0,0.0,0.0,0.0,169852.50803295,56683.164686824406,371009.0984475812,852300.1055749573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0012__PS81_164-2_2013-02-11T13_36_09_8088.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7001.9317549977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4062.4613187583,0.0,0.0,122010.2107591331,0.0,0.0,0.0,0.0,1268104.8723913506,935834.446335738,198738.13552706936,79999.5171538495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0016__PS81_164-2_2013-02-11T14_22_19_8192.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63007.801738270995,12488.781129797,0.0,187277.728363041,0.0,0.0,0.0,84177.140776988,0.0,0.0,0.0,874237.1917387561,0.0,0.0,0.0,0.0,23546.658226231,493787.94571666705,212772.98236629213,202580.873541478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0017__PS81_164-2_2013-02-11T12_26_41_7917.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13159.12128969,0.0,0.0,80958.468519324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6361.7251235193,0.0,0.0,0.0,0.0,31859.2530115277,61837.71743939681,62915.4923213312,337261.029454845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0018__PS81_164-2_2013-02-11T14_43_01_8235.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32493.5012983792,9317.6232619037,0.0,176850.1932971585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193550.9690096083,0.0,0.0,4505.473949282,0.0,8741.6779081544,35040.4162237048,43252.51460160549,74503.2272931254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0019__PS81_164-2_2013-02-11T15_45_21_8376.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150257.7782720332,188932.84472250403,179313.562906566,0.0,0.0,0.0,0.0,68841.345654428,0.0,0.0,0.0,379218.51987438166,0.0,0.0,26424.896194218,0.0,9430.0976196097,131266.40991563222,117151.9035964489,6184.843718185,0.0,0.0,78953.755415215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_185_0003__PS81_185-1_2013-02-19T08_56_39_8756.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40699.308951152,0.0,0.0,464406.166494764,0.0,0.0,0.0,0.0,0.0,8397.1315878536,0.0,693589.1983968246,0.0,0.0,24996.521771259,0.0,253054.7284148467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_185_0010__PS81_185-1_2013-02-19T07_40_37_8584.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125716.692559446,8351.7154678163,0.0,456510.518545742,0.0,0.0,0.0,0.0,0.0,17473.0451092194,0.0,508429.29680970026,0.0,0.0,0.0,0.0,13367.4786259801,5933.750982869,0.0,194005.2071280741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_186_0010__PS81_186-1_2013-02-19T17_27_01_9139.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88056.24743875,0.0,0.0,66495.1313757773,0.0,0.0,0.0,0.0,0.0,4370.8664430129,0.0,1750659.500026487,0.0,0.0,0.0,0.0,10228.534334997,1572.1060567722,2315.7386307957,388060.59522976767,0.0,0.0,86245.973158837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_186_0015__PS81_186-1_2013-02-19T19_40_09_9462.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34873.970560847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547426.613383252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_186_0020__PS81_186-1_2013-02-19T18_13_29_9270.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12936.415357274,0.0,0.0,169716.03096488898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888367.9137025808,0.0,0.0,0.0,0.0,7999.1596570451,0.0,5909.200378759,0.0,0.0,0.0,25350.858550905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_189_0002__PS81_189-1_2013-02-20T17_59_35_0243.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.267621236,0.0,0.0,110576.245438,0.0,0.0,0.0,0.0,0.0,889635.4294710555,0.0,363522.7475567287,0.0,0.0,0.0,0.0,25910.11733527472,0.0,0.0,0.0,0.0,0.0,8311.3130154947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_189_0003__PS81_189-1_2013-02-20T18_12_08_0285.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45405.426370122004,0.0,0.0,60905.272947777994,0.0,0.0,0.0,0.0,0.0,55624.2789448799,0.0,529142.3173163619,0.0,0.0,0.0,0.0,12592.6512935436,9715.270037872499,0.0,0.0,0.0,0.0,16544.898944669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_194_0005__PS81_194-1_2013-02-23T21_36_58_1361.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6515.3226149016,0.0,0.0,84905.722608927,0.0,0.0,0.0,927213.2365677981,0.0,0.0,0.0,339953.6281996577,0.0,0.0,7561.4478358058,0.0,55445.2914158298,192888.73442199192,59029.6755318212,1220725.654356971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_194_0010__PS81_194-1_2013-02-23T18_52_55_1001.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6515.3226149016,0.0,0.0,8514.4813831988,0.0,0.0,0.0,1314154.157180252,3295.8828661522,0.0,0.0,4322072.3631739365,0.0,0.0,0.0,0.0,66544.67837599589,222785.6330514795,58176.28764853379,515605.834828631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_194_0017__PS81_194-1_2013-02-23T22_17_09_1457.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15013.535888862,32627.475773729,0.0,0.0,0.0,0.0,0.0,66608.902268772,0.0,0.0,0.0,3800887.689681858,0.0,0.0,0.0,0.0,19231.0059024226,188601.41737896446,17677.6985077712,17817.844641889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_194_0018__PS81_194-1_2013-02-23T18_46_20_0983.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17212.683733097998,0.0,25181.815733401,1365937.065646,0.0,0.0,0.0,333364.01759991,0.0,0.0,0.0,3041936.020299784,0.0,0.0,0.0,0.0,22364.067875321,142325.65611814556,196481.05954173527,12544.30438172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_197_0001__PS81_197-3_2013-02-25T12_16_50_2531.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132683.15541923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63675.333000173,1648.9217670636,342739.66482149274,0.0,0.0,11663.05245655,0.0,87715.7471756268,18016.187837436,286857.75957105594,3331.3530180075004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_197_0013__PS81_197-3_2013-02-25T11_48_06_2471.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147756.638236626,0.0,0.0,0.0,0.0,0.0,0.0,140762.762781829,7301.7025260033,0.0,33374.473621803,596493.7070486329,0.0,0.0,0.0,0.0,112528.7782589266,53530.9324013943,712013.24884122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_197_0018__PS81_197-3_2013-02-25T10_38_39_2326.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67914.0244721085,0.0,10980.414218055,0.0,0.0,0.0,0.0,111201.88576098,0.0,23495.054111142897,2935.8965604367,109479.4130267088,0.0,0.0,0.0,0.0,113990.840922388,17722.9622605648,196243.32454422207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_197_0019__PS81_197-3_2013-02-25T09_39_32_2204.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120128.9880073698,55471.805201188894,17413.227614299,0.0,0.0,0.0,0.0,31041.9705101297,0.0,0.0,0.0,7635.6095286235,0.0,0.0,15252.5344349397,0.0,74268.3304104165,93488.4956190706,64407.92884504521,0.0,0.0,0.0,170450.405893686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_198_0005__PS81_198-2_2013-02-26T10_53_29_2934.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94108.507150493,0.0,0.0,0.0,0.0,0.0,0.0,168767.066722464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70458.39313658781,19621.573727665,15824.568191675899,0.0,0.0,0.0,15148.488342005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_198_0013__PS81_198-2_2013-02-26T11_08_19_2964.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88197.639214354,0.0,0.0,73647.326449874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93092.7620730285,0.0,0.0,0.0,0.0,2514.2923130509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_199_0011__PS81_199-1_2013-02-26T18_02_36_3318.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32454.818553876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.9074145246,0.0,4577.1399608957,28197.891393224,0.0,0.0,0.0,0.0,3326.4804078018,0.0,7268.4201792719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_199_0013__PS81_199-1_2013-02-26T19_03_51_3448.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7879.1344813962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411139.9673607564,0.0,135731.469474541,0.0,0.0,0.0,0.0,6728.7837826165,53330.780276797304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_222_0006__PS81_222-2b_2013-03-03T18_10_04_5697.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26746.743565119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74544.720820576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41275.852149982704,0.0,57591.932879568594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_185_0016__PS81_185-1_2013-02-19T08_46_36_8734.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64972.270726328,39210.093816545006,62661.933435782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276131.22342436126,0.0,0.0,10861.868104227,0.0,71432.9805228588,79480.1201537054,17877.8591146686,0.0,0.0,0.0,417095.10971124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_116_0001__PS81_116-3_2013-01-26T14_37_05_5221.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98979.803542163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59603.59455830863,110212.79395558558,41982.2735015019,0.0,0.0,0.0,0.0,15854.617839567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_222_0011__PS81_222-2a_2013-03-03T15_52_09_5451.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70931.091304414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.8485959347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_231_0002__PS81_231-2_2013-03-05T22_34_44_6386.jpg,0.0,0.0,0.0,0.0,9209.7434834536,0.0,0.0,0.0,0.0,0.0,139368.591192249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_231_0003__PS81_231-2_2013-03-05T23_28_29_6512.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018087.5227761059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_231_0007__PS81_231-2_2013-03-05T23_43_33_6550.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014336.4278468399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_231_0010__PS81_231-2_2013-03-05T22_40_36_6403.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110007.700105744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5642.5027244142,0.0,3992.720789282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_246_0002__PS81_246-1_2013-03-11T07_32_30_8115.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110686.216574677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228598.185788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_161_0014__PS81_161-1_2013-02-09T23_31_02_7022.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38756.398828521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192876.38010888398,0.0,0.0,0.0,0.0,41762.1923697476,13236.49777427,23966.078752562724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_116_0011__PS81_116-3_2013-01-26T14_42_38_5234.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57893.465769894,0.0,0.0,0.0,0.0,65507.5428224695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68057.8949643158,39024.124097822,147121.30955606292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0011__PS81_160-1_2013-02-08T19_01_10_6698.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22009.024237327,0.0,0.0,0.0,0.0,21512.252044997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5824.0465674056995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0017__PS81_160-1_2013-02-08T18_52_06_6679.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31642.528357364,0.0,0.0,0.0,0.0,9749.595079205701,0.0,4661.4650201071,60517.6575913117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.4058154759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_160_0022__PS81_160-1_2013-02-08T17_04_06_6446.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29261.359776372,0.0,0.0,0.0,0.0,801.23461780493,0.0,0.0,597425.6818721548,0.0,0.0,0.0,19492.680464274,41635.178721241,0.0,216611.2096819666,124529.75738589701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_161_0001__PS81_161-1_2013-02-09T23_14_59_6985.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46668.930010621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32911.119807166,0.0,0.0,0.0,0.0,2528030.5850612926,84889.259720944,20847.68487576415,2253.0509768267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_161_0006__PS81_161-1_2013-02-09T22_42_43_6904.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88276.869866918,38297.170867515,16884.037641535,0.0,0.0,0.0,0.0,0.0,57779.25442560931,0.0,67872.389258829,0.0,0.0,0.0,0.0,102735.0240109043,9925.8186350383,20312.665363672422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_161_0011__PS81_161-1_2013-02-10T00_28_23_7156.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14633.734929962,0.0,368868.94185939396,0.0,0.0,0.0,0.0,7286.564761802,0.0,0.0,48292.84752759491,0.0,0.0,0.0,0.0,10440223.563896067,32739.8885562191,65346.20570342529,264911.359213368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS81_164_0003__PS81_164-2_2013-02-11T14_46_16_8242.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90407.903898354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45412.516316423,0.0,0.0,0.0,5906.4756754506,6269.9284145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
